study,prenr,year,field,glescomp,survey,Fortlaufende,STARTH,STARTMIN,STARTSEC,starttime,ENDEH,ENDEMIN,ENDESEC,endtime,DAUER,TEXT,SPRECHER,UNTERBR,MODFRAGE,STRATEGI,VALENZ,INHALT,CHARAKTE,THEMA,ZEIT,POLHAND,KONKR,OBJ,POLEB,BULA,OBJ1,OBJ1S,OBJ1P,OBJ2,OBJ2S,OBJ2P,GRPDARST,HUMOR,METAPHER,SCHIMPF,ZAHLEN,LAGE,WERTE,STATISTI,BEISPIEL,HISTORIE,ZITAT
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",66,0,12,4,724,0,12,7,727,3,"Das wird auch nicht genügend gesehen auf Ihrer Seite, Frau Merkel.",Steinmeier,nein,trifft nicht zu,Angriff,Explizit,Politik,trifft nicht zu,Wirtschafts-/ Finanzkrise speziell,Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Lager Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",67,0,12,7,727,0,12,16,736,9,"Ich glaube, wir müssen sehen, dass wir einen wirklichen Neustart der sozialen Marktwirtschaft brauchen, denn Glaubwürdigkeit hat gelitten, Lütten ^ Legitimation hat gelitten.",Steinmeier,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Bereich Wirtschaftspolitik,Zukunft,Ankündigung zukünftiger Pläne,Nullaussage,singulär,Bundesebene,trifft nicht zu,Nicht feststellbar,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",68,0,12,16,736,0,12,28,748,12,"Ich habe vor kurzem gesagt: Das, was hier wenige mit unverantwortlichem Verhalten in der Finanzwirtschaft an Werten zerstört haben, das könnten extreme Populisten in einem Land gar nicht zerstören.",Steinmeier,nein,trifft nicht zu,Angriff,Explizit,Politik,trifft nicht zu,Wirtschafts-/ Finanzkrise speziell,Vergangenheit,Nichts davon,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Sonstige Akteure,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,negative Anmutung,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",69,0,12,28,748,0,12,42,762,14,Insofern müssen wir zu einer neuen Haltung zurückkehren. Eine Wirtschaft ohne eine ethische Grundhaltung kann nicht bestehen. Und wir müssen diese Diskussion über eine neue wirtschaftsethische Haltung in der Tat begleiten durch strenge Regeln.,Steinmeier,Plasberg,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Bereich Wirtschaftspolitik,Zukunft,Ankündigung zukünftiger Pläne,Gemeinplatz,singulär,Bundesebene,trifft nicht zu,Nicht feststellbar,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",70,0,12,42,762,0,12,45,765,3,"Herr Steinmeier, darf ich bis ^ aber darf ich nochmal an die Frage erinnern. Welcher Glaubenssatz gilt nicht mehr? Was ist kaputtgegangen bei Ihnen?",Plasberg,nein,offene Frage,trifft nicht zu,trifft nicht zu,Charakter,Persönliches,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",71,0,12,46,766,0,13,0,780,14,"Kaputtgegangen ist die Vorstellung, dass man wirtschaften kann, erfolgreich wirtschaften kann nur mit Blick auf die kurzfristige Rendite. Das funktioniert nicht. Das sind falsche Anreize. Und diese falschen Anreize müssen wir wegnehmen.",Steinmeier,nein,trifft nicht zu,Angriff,Implizit,Politik,trifft nicht zu,Wirtschafts-/ Finanzkrise speziell,Zukunft,Ankündigung zukünftiger Pläne,Nullaussage,singulär,Bundesebene,trifft nicht zu,Sonstige Akteure,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",72,0,13,0,780,0,13,10,790,10,"Deshalb, Frau Merkel, geht's auch nicht nur darum, dass wir auf der internationalen Bühne eine verbesserte Aufsicht durchsetzen, sondern wir müssen hier national bei uns das Notwenige tun.",Steinmeier,nein,trifft nicht zu,Angriff,Explizit,Politik,trifft nicht zu,Bereich Wirtschaftspolitik,Zukunft,Ankündigung zukünftiger Pläne,Allgemeine Darstellung,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",73,0,13,10,790,0,13,23,803,13,"Und das heißt, falsche Anreize bei der Managerbesoldung beseitigen. Das bedeutet: Klare Begrenzung der Managergehälter, klare Begrenzung auch der Boni und klare Begrenzung auch bei den Abfindungen.",Steinmeier,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Sonderthema Managergehälter,Zukunft,Ankündigung zukünftiger Pläne,Konkrete Aussage,singulär,Bundesebene,trifft nicht zu,Nicht feststellbar,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",74,0,13,23,803,0,13,33,813,10,"Herr Steinmeier, in dem SPD-Regierungsprogramm Wahlprogramm sagen Sie, das marktradikale Zeitalter ist gescheitert. Ist Angela Merkel für Sie eine Marktradikale?",Limbourg,nein,offene Frage,trifft nicht zu,trifft nicht zu,Charakter,Themenkompetenz,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",75,0,13,33,813,0,13,42,822,9,Das kann ich nicht mit letzter Sicherheit beantworten. Das ^^ das ist auch durch die große Koalition noch nicht beantwortet.,Steinmeier,nein,trifft nicht zu,Angriff,Implizit,Politik,trifft nicht zu,Bereich Wirtschaftspolitik,Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,exkludierende Darstellung,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",76,0,13,42,822,0,14,6,846,24,"Sehen Sie, wo sind wie gestartet? Wir sind gestartet gemeinsam mit der großen Koalition, als das Grundsatzprogramm der CDU galt. Das Grundsatzprogramm der CDU war ein marktradikales Programm, das Leipziger Programm, von der ^ Beseitigung des Kündigungsschutzes, Einschränkung der Mitbestimmung bis hin zur Flat-Tax bei den Steuern, kann ich mich erinnern. Das war deutlich marktradikal.",Steinmeier,nein,trifft nicht zu,Angriff,Explizit,Politik,trifft nicht zu,Wahlprogramme/ Regierungsprogramme der Parteien,Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Konkrete Aussage,singulär,Bundesebene,trifft nicht zu,CDU,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,negative Anmutung,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",77,0,14,6,846,0,14,13,853,7,"In der großen Koalition, wenn Sie so wollen, hat die Sozialdemokratie die CDU wieder zur Mitte gebracht.",Steinmeier,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Koalitionen allgemein,Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Allgemeine Darstellung,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,exkludierende Darstellung,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",78,0,14,13,853,0,14,18,858,5,"Ob das der letzte Standpunkt ist, das kann ich Ihnen nicht beantworten. Das müssten Sie Frau Merkel fragen.",Steinmeier,nein,trifft nicht zu,keine Strategie,trifft nicht zu,Politik,trifft nicht zu,Koalitionen allgemein,Zukunft,Nichts davon,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",79,0,14,18,858,0,14,21,861,3,"Ja, das mache ich direkt, Frau Merkel. Da können Sie ja direkt drauf antworten.",Limbourg,nein,offene Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Koalitionen allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",80,0,14,21,861,0,14,49,889,28,"Ja, danke schön, denn ich war immer eine Verfechterin der sozialen Marktwirtschaft. Deshalb bin ich in die CDU gegangen. Und diese soziale Marktwirtschaft ist alles andere als irgendetwas Radikales. Sie ist die Versöhnung von Kapital und Arbeit, der Staat als Hüter der Ordnung. Das können wir von Ludwig Erhard durch sehen. Und wenn man sich mal die Geschichte der Bundesrepublik Deutschland anguckt, dann kommen alle Gesetze, von der Rente über die Mitbestimmung und ^ vieles andere mehr, aus den Zeiten, als die CDU dieses Land geführt hat.",Merkel,Limbourg,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Bereich Wirtschaftspolitik,Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Allgemeine Darstellung,singulär,Bundesebene,trifft nicht zu,CDU,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,ja,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",81,0,14,49,889,0,14,56,896,7,"Aber Herr Steinmeier hat doch gesagt, dass er tatsächlich Sie, sozusagen zur Sozialdemokratie gebracht hat bei der Regierung.",Limbourg,nein,offene Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Koalitionen allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",82,0,14,56,896,0,15,1,901,5,"…meins sagen dürfte, dann können sich die Zuschauer auch ihr Bild darüber machen.",Merkel,nein,trifft nicht zu,keine Strategie,trifft nicht zu,Inhalt nicht zuzuordnen,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Moderatoren,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",83,0,15,1,901,0,15,15,915,14,"^ Es würde ^ ich glaube, auch nicht, dass wir einen Neustart der sozialen Marktwirtschaft brauchen. Ich glaube, die soziale Marktwirtschaft in Deutschland war im großen Ganzen okay, sonst hätte ja Rot-Grün sozusagen auch in der Marktradikalität der internationalen Märkte gelebt.",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Bereich Wirtschaftspolitik,Vergangenheit,Nichts davon,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",84,0,15,15,915,0,15,27,927,12,"Das ist ja nicht der Punkt. Der Punkt ist, dass wir international noch keine Mechanismen haben. Und ich gebe Ihnen vollkommen Recht, natürlich müssen wir manches auch national ^ regeln. Dazu gehören zum Beispiel die Managergehälter.",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Sonderthema Managergehälter,Zukunft,Ankündigung zukünftiger Pläne,Allgemeine Darstellung,singulär,Bundesebene,trifft nicht zu,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",85,0,15,27,927,0,15,30,930,3, Da haben wir ja einiges gemeinsam auf den Weg gemacht gebracht.,Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Bereich Wirtschaftspolitik,Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Nullaussage,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,inkludierende Darstellung,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",86,0,15,30,930,0,15,45,945,15,"Und ^ das, und ^ das wo wir unterschiedlicher Meinung sind, darüber kann man gerne sprechen, aber wirklich durchsetzen, wirklich durchsetzen - wenn Sie mich den Satz wenn Sie mich noch zu Ende sprechen lassen, wirklich durchsetzen werden wir die Dinge nur, wenn sie ^ ^ in den wesentlichen Punkten auch international gelten.",Merkel,Plasberg,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Bereich Wirtschaftspolitik,Zukunft,Ankündigung zukünftiger Pläne,Nullaussage,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,inkludierende Darstellung,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",87,0,15,45,945,0,15,50,950,5,"Ich wollte Ihnen versprechen, dass über Managergehälter, es ist immer leicht über Dritte zu sprechen, gleich ausführlich gesprochen wird.",Plasberg,nein,offene Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Sonderthema Managergehälter,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",88,0,15,50,950,0,16,21,981,31,"Sie haben das Modell der Sozialwirtschaft ein Erfolgsmodell gelobt. Das ist ein Erfolgsmodell, aber es lebt davon, dass die Menschen sagen, es gerecht zu in diesem Land. Und in diesem Monat September haben bei einer Umfrage 52 Prozent der Menschen gesagt, es geht nicht gerecht zu in diesem Land. Und das nach vier Jahren Ihrer Kanzlerschaft. Wenn Sie diesem Land, diesem Deutschland, eine Schulnote geben könnten, ich bitte Sie darum, welche Schulnote würden Sie ihm geben im Fach ""Soziale Gerechtigkeit""?",Plasberg,nein,offene Frage,trifft nicht zu,trifft nicht zu,Charakter,Persönliches,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",89,0,16,21,981,0,16,25,985,4,"Also, ich bin ja nun keine Lehrerin. Und deshalb gebe ich auch keine Schulnoten.",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Charakter,Persönliches,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",90,0,16,25,985,0,16,31,991,6,"Ich kann nur verstehen, dass angesichts vieler Umstände viele Menschen es in Deutschland nicht ausreichend gerecht finden,",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Bereich Sozialpolitik,Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",91,0,16,31,991,0,16,47,1007,16,"zum Beispiel wenn ich dann an Arcandor jetzt in diesen Tagen denke, jede Karstadt-Verkäuferin sorgt sich, um ihren Job, weiß nicht was aus ihr wird und einer arbeitet ein halbes Jahr und bekommt für fünf Jahre das Gehalt. Und ^ ^ das kann nicht in Ordnung sein. Das verstehe ich.",Merkel,Plasberg,trifft nicht zu,Angriff,Implizit,Politik,trifft nicht zu,Sonderthema Arcandor (Karstadt-Quelle),Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Sonstige Akteure,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,ja,nein,ja,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",92,0,16,47,1007,0,16,50,1010,3,"Und darüber, ja, ich ^ ja, ich muss ja nun sagen, woran sich die Ungerechtigkeit festmachen",Merkel,nein,trifft nicht zu,keine Strategie,trifft nicht zu,Inhalt nicht zuzuordnen,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",93,0,16,50,1010,0,16,52,1012,2,Trauen Sie sich selbst kein Urteil zu?,Plasberg,nein,kritische Frage,trifft nicht zu,trifft nicht zu,Charakter,Persönliches,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",94,0,16,52,1012,0,17,3,1023,11,"Ich sage nur, ich sage nur, dass wir umso gerechter sind in diesem Land, je mehr Menschen wir die Perspektive für Arbeit geben und dass meine Regierung dort erheblich vorangekommen ist.",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,"Arbeitslosigkeit, Arbeitslosenzahlen",Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Nullaussage,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,exkludierende Darstellung,nein,nein,nein,nein,negative Anmutung,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",95,0,17,3,1023,0,17,18,1038,15,"Aber es kann uns natürlich nicht zufrieden stellen, wenn wir jetzt in der Krise auch wieder sehen, dass die Arbeitslosigkeit steigt. Und deshalb müssen wir alles daransetzen durch Wachstum, nachhaltiges Wachstum Arbeit zu schaffen. Dann wird auch das Gerechtigkeitsempfinden sich verbessern.",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,"Arbeitslosigkeit, Arbeitslosenzahlen",Zukunft,Ankündigung zukünftiger Pläne,Gemeinplatz,singulär,Bundesebene,trifft nicht zu,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",96,0,17,18,1038,0,17,26,1046,8,"Frau Merkel, wenn Sie keine Schulnote geben wollen, wären Sie denn dann bei den 52 Prozent, die gesagt haben, es geht nicht gerecht zu, oder wären Sie bei den 48 Prozent, die sagen, es geht eher gerecht zu?",Plasberg,nein,offene Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,POLICY,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",97,0,17,26,1046,0,17,45,1065,19,"Ich würd sagen, dass im internationalen Vergleich viel Gerechtigkeit in Deutschland da ist, dass ich aber auch viele Dinge weiß, bei denen ich möchte, dass es noch gerechter zugeht. Und deshalb arbeiten wir politisch. Deshalb haben wir auch unsere Programme. Und ^ das Gute kann immer noch verbessert werden. Und deshalb ^ haben wir Probleme, an denen wir noch arbeiten müssen.",Merkel,nein,trifft nicht zu,Selbstkritik,trifft nicht zu,Politik,trifft nicht zu,POLICY,Zukunft,Ankündigung zukünftiger Pläne,Nullaussage,singulär,Bundesebene,trifft nicht zu,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
