study,prenr,year,field,glescomp,survey,Fortlaufende,STARTH,STARTMIN,STARTSEC,starttime,ENDEH,ENDEMIN,ENDESEC,endtime,DAUER,TEXT,SPRECHER,UNTERBR,MODFRAGE,STRATEGI,VALENZ,INHALT,CHARAKTE,THEMA,ZEIT,POLHAND,KONKR,OBJ,POLEB,BULA,OBJ1,OBJ1S,OBJ1P,OBJ2,OBJ2S,OBJ2P,GRPDARST,HUMOR,METAPHER,SCHIMPF,ZAHLEN,LAGE,WERTE,STATISTI,BEISPIEL,HISTORIE,ZITAT
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",363,1,7,39,4059,1,7,54,4074,15,"Frau Merkel, wenn dann möglicherweise Ulla Schmidt nicht mehr in einer Regierung ist als Gesundheitsministerin, denn das streben Sie ja an, offensichtlich, wenn Sie Schwarz-Gelb ^ anstreben: Wer soll es dann machen? Auf wen müssen sich die Menschen einrichten?",Plasberg,nein,offene Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Personalvorschläe Ministerposten,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",364,1,7,54,4074,1,8,17,4097,23,"Ich finde, wir reden jetzt hier gerade über ein Themenfeld, was die Menschen wirklich im Kern berührt. Und deshalb möchte ich nochmal ganz deutlich machen: Es geht darum, dass jeder Mensch in diesem Land die Gesundheitsvorsorge bekommt, die er braucht, und zwar unabhängig davon, wo er versichert ist und ich werde als Bundeskanzlerin nicht zulassen, dass ^ dieses aufgegeben wird, dass dieses in irgendeiner Weise in Frage gestellt wird.",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Gesundheitspolitik allgemein,Zukunft,Ankündigung zukünftiger Pläne,Gemeinplatz,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",365,1,8,17,4097,1,8,52,4132,35,"Wir haben es geschafft, dass ^ wir ein im Vergleich zu internationalen anderen Ländern gutes Gesundheitsniveau haben. Wir haben Schwierigkeiten, wir haben Dinge zu überbücken und zu überwinden, aber wir sind auf einem guten Weg. Und ich glaube, dass viele Menschen wirklich große, große Sorgen haben, und das gilt auch für die Pflege. Und es muss ganz klar sein für die folgenden Jahre, dass das nicht in Frage kommt, dass ein Mensch wegen seines Alters, seiner Herkunft oder seiner Kasse bestimmte Leistungen nicht bekommt. Und wer immer das erlebt, der hat alle Möglichkeiten sich in diesem Lande zu beschweren und sein Recht zu bekommen.",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Gesundheitspolitik allgemein,Zukunft,Ankündigung zukünftiger Pläne,Allgemeine Darstellung,singulär,Bundesebene,trifft nicht zu,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,positive Anmutung,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",366,1,8,52,4132,1,9,4,4144,12,"Das ist das Eine und das Andere ist, dass in der Tat ^ wir auch in einer neuen Regierung die Grundzüge dieses Gesundheitssystems beibehalten und dazu gehört auch der Gesundheitsfonds. Dort brauch sich keiner Sorgen zu machen.",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Gesundheitsreform speziell,Zukunft,Ankündigung zukünftiger Pläne,Allgemeine Darstellung,singulär,Bundesebene,trifft nicht zu,Schwarz-Gelbe Koalition,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,positive Anmutung,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",367,1,9,4,4144,1,9,22,4162,18,"Der ist im Übrigen ^ belächelt und ^ verschrieben und ^ niedergeschrieben worden. Ich kann nur sagen: In der Krise hat er sich bewährt, ansonsten hätten wir jetzt schon Erhöhungen der Krankenkassenbeiträge. Das haben wir glücklicherweise nicht. Und das ist gut, auch für die Menschen und für die Wirtschaft im Lande.",Merkel,nein,trifft nicht zu,Verteidigung,trifft nicht zu,Politik,trifft nicht zu,Gesundheitsreform speziell,Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,positive Anmutung,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",368,1,9,23,4163,1,9,37,4177,14,"Wir schauen nochmal ganz kurz auf unsere Zeitkonten, die wir hier nochmal einblenden. Wir sehen, wir sind noch relativ gut beieinander: 27 Minuten 3 Sekunden für Kanzlerin Merkel, Herr Steinmeier 26:14. Sie liegen knapp hinten, aber ich geb Ihnen die Möglichkeit, ein bisschen aufzuholen jetzt.",Klöppel,nein,offene Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,TV-Duell selbst/Zeitkonten,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",369,1,9,37,4177,1,9,56,4196,19,"Wir wollen uns über das ^ außenpolitische Thema Nummer 1 in Deutschland ^ kurz unterhalten, nämlich das Thema Afghanistan-Einsatz. Vor wenigen Tagen haben Sie noch gesagt: „Wer einen konkreten Abzugstermin der deutschen Bundeswehrsoldaten nennt, spielt den Taliban in die Hände"". Jetzt lesen wir in der Zeitung, dass man im Außenministerium auf einen Abzug im Jahre 2013 abzielt.",Klöppel,nein,kritische Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Sonderthema Bundeswehreinsatz in Afghanistan,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",370,1,9,56,4196,1,10,12,4212,16,"Das lässt mich sehr an Ihrer Glaubwürdigkeit zweifeln. Haben Sie (uv) darf ich erst ausreden? Das lässt mich schon an Ihrer Glaubwürdigkeit ^ zweifeln, weil wenn Sie vor ein paar Tagen noch sagen: „Wir wollen denen nicht in die Hände spielen“. Jetzt sagen Sie 2013 scheint wohl doch ein Termin zu sein, über den wir reden wollen. Ist das ein Wahlkampf-Gag?",Klöppel,Steinmeier,kritische Frage,trifft nicht zu,trifft nicht zu,Charakter,Integrität,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",371,1,10,12,4212,1,10,26,4226,14,"Herr Kloeppel, das ist nicht fair. Wenn Sie zitieren aus dem, was Sie gelesen haben, dann hätten Sie dort gesehen nicht den Abzug 2013, sondern das wir innerhalb der nächsten Legislaturperiode bis 2013 die Voraussetzungen dafür schaffen wollen, dass der Abzug beginnen kann. Darum gehts.",Steinmeier,nein,trifft nicht zu,Verteidigung,trifft nicht zu,Politik,trifft nicht zu,Sonderthema Bundeswehreinsatz in Afghanistan,Zukunft,Ankündigung zukünftiger Pläne,Konkrete Aussage,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,inkludierende Darstellung,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",372,1,10,26,4226,1,10,32,4232,6,"Sie haben bis vor kurzem immer gesagt: „Wir wollen keine Termine nennen"". Jetzt nennen Sie auf einmal einen 14 Tage vor der Wahl.",Klöppel,Steinmeier,kritische Frage,trifft nicht zu,trifft nicht zu,Charakter,Integrität,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",373,1,10,32,4232,1,10,51,4251,19,"Herr Kloeppel, bei dem Thema, glauben Sie es mir, als Außenminister dieses Landes, kenne ich meine Verantwortung. Ich habe sie getragen, auch in schwierigen Zeiten, auch in dieser Debatte in dieser Woche im Deutschen Bundestag. Ich stehe dazu, zu unseren außenpolitischen Verpflichtungen, die wir haben. Ich vergesse nicht, warum wir in Afghanistan sind.",Steinmeier,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Charakter,Integrität,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",374,1,10,51,4251,1,11,1,4261,10,"Das hatte seine Vorgeschichte mit dem 11.9., bei dem 3000 Menschen ums Leben gekommen ist. Die sich fortgesetzt hat in ^ den Anschlägen in Bali, Djerba, Casablanca, vielen anderen.",Steinmeier,nein,trifft nicht zu,Verteidigung,trifft nicht zu,Politik,trifft nicht zu,Terrorismus als internationales Problem/ Anschläge außerhalb Deutschlands,Vergangenheit,Nichts davon,trifft nicht zu,kein Bezugsobjekt,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,ja,negative Anmutung,nein,nein,ja,ja,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",375,1,11,1,4261,1,11,10,4270,9,"Und die Anschlagsserie rückte näher nach Madrid, nach London. Auch hier hatten wir Angst, dass wir betroffen sein könnten. Jetzt lassen Sie mich...",Steinmeier,Klöppel,trifft nicht zu,Verteidigung,trifft nicht zu,Politik,trifft nicht zu,Terrorismus als internationales Problem/ Anschläge außerhalb Deutschlands,Vergangenheit,Nichts davon,trifft nicht zu,kein Bezugsobjekt,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,negative Anmutung,nein,nein,ja,ja,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",376,1,11,10,4270,1,11,25,4285,15,"Das ist nicht irgendein Thema. Jetzt lassen Sie mich dazu drei Sätze sagen. Insofern war es unsere Pflicht, mit anderen dafür zu sorgen, dass dieses Land Afghanistan, nicht länger Ausbildungslager für islass... ^ islamistische Terroristen ist, die uns auch hier bedrohen.",Steinmeier,nein,trifft nicht zu,Verteidigung,trifft nicht zu,Politik,trifft nicht zu,Sonderthema Bundeswehreinsatz in Afghanistan,Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Allgemeine Darstellung,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,inkludierende Darstellung,nein,nein,nein,nein,neutral/nicht vorhanden,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",377,1,11,25,4285,1,11,37,4297,12,"Jetzt sind wir dort. Jetzt kann ich in der Tat nicht mit Oskar Lafontaine und Gregor Gysi sagen: „Wir gehen da mal eben kopflos rei… raus“. Das geht nicht! Das sind wir anderen Verbündeten schuldig,",Steinmeier,nein,trifft nicht zu,Angriff,Explizit,Politik,trifft nicht zu,Sonderthema Bundeswehreinsatz in Afghanistan,Zukunft,Ankündigung zukünftiger Pläne,Allgemeine Darstellung,singulär,Internationale Ebene,trifft nicht zu,Linke-Politiker,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",378,1,11,37,4297,1,11,53,4313,16,"das sind wir insbesondere einer Bevölkerung dort schuldig, die dort in 30 Jahren Krieg und Bürgerkrieg geknechtet und entrechtet worden ist. Jetzt rauszugehen, hieße, dass die Frauen alle wieder in den Keller, die Mädchen nicht mehr zu Schule gehen, die Bauern wieder Drogen anbauen und vieles weitere mehr. Insofern, dieser Weg...",Steinmeier,Klöppel,trifft nicht zu,Verteidigung,trifft nicht zu,Politik,trifft nicht zu,Sonderthema Bundeswehreinsatz in Afghanistan,Zukunft,Ankündigung zukünftiger Pläne,Allgemeine Darstellung,singulär,Bundesebene,trifft nicht zu,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,ja,nein,nein,negative Anmutung,ja,nein,ja,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",379,1,11,53,4313,1,12,1,4321,8,"Wir reden ja auch nicht über jetzt, wir reden über das Jahr 2013. Ist das Jahr 2013 jetzt ein Termin, von dem Sie sagen: Bei dem beginnen wir oder beenden wir den Abzug?",Klöppel,nein,kritische Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Sonderthema Bundeswehreinsatz in Afghanistan,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
